episode,score,time,step,epsilon
96,-20.645833333333332,0:13:43.545058,81684,0.02
97,-20.628865979381445,0:13:53.895402,82711,0.02
98,-20.612244897959183,0:14:04.712272,83759,0.02
99,-20.616161616161616,0:14:13.294861,84601,0.02
100,-20.62,0:14:22.678295,85471,0.02
101,-20.63,0:14:30.379748,86263,0.02
102,-20.64,0:14:39.077825,87133,0.02
103,-20.65,0:14:49.222069,88132,0.02
104,-20.66,0:14:58.379795,89038,0.02
105,-20.66,0:15:07.153596,89904,0.02
106,-20.67,0:15:14.635751,90668,0.02
107,-20.67,0:15:22.815662,91450,0.02
108,-20.66,0:15:32.447721,92400,0.02
109,-20.67,0:15:42.033152,93314,0.02
110,-20.67,0:15:49.568958,94106,0.02
111,-20.67,0:15:58.452823,94960,0.02
112,-20.67,0:16:07.644501,95846,0.02
113,-20.68,0:16:17.840385,96853,0.02
114,-20.68,0:16:27.088352,97739,0.02
115,-20.68,0:16:37.766613,98775,0.02
116,-20.66,0:16:47.712901,99738,0.02
117,-20.64,0:17:01.387997,101025,0.02
118,-20.64,0:17:09.221120,101789,0.02
119,-20.63,0:17:18.438244,102706,0.02
120,-20.63,0:17:25.991039,103470,0.02
121,-20.62,0:17:35.775427,104415,0.02
122,-20.62,0:17:43.685210,105207,0.02
123,-20.62,0:17:53.186941,106150,0.02
124,-20.62,0:18:01.269169,106942,0.02
125,-20.62,0:18:11.267557,107916,0.02
126,-20.62,0:18:19.877196,108800,0.02
127,-20.62,0:18:28.823598,109699,0.02
128,-20.62,0:18:37.406868,110607,0.02
129,-20.62,0:18:45.623208,111433,0.02
130,-20.63,0:18:53.892707,112285,0.02
131,-20.61,0:19:05.537388,113396,0.02
132,-20.62,0:19:16.449277,114449,0.02
133,-20.61,0:19:26.270575,115431,0.02
134,-20.6,0:19:37.013382,116453,0.02
135,-20.6,0:19:45.909741,117337,0.02
136,-20.59,0:19:55.418137,118239,0.02
137,-20.58,0:20:05.786186,119262,0.02
138,-20.58,0:20:14.787281,120146,0.02
139,-20.58,0:20:24.379307,121094,0.02
140,-20.58,0:20:33.365743,121978,0.02
141,-20.58,0:20:45.950534,123224,0.02
142,-20.58,0:20:59.697207,124559,0.02
143,-20.59,0:21:12.697024,125805,0.02
144,-20.59,0:21:22.204351,126809,0.02
145,-20.6,0:21:30.926335,127690,0.02
146,-20.59,0:21:45.248899,129055,0.02
147,-20.6,0:21:55.875799,130119,0.02
148,-20.61,0:22:08.961195,131410,0.02
149,-20.6,0:22:22.612582,132762,0.02
150,-20.61,0:22:37.798526,134248,0.02
151,-20.61,0:22:54.054570,135857,0.02
152,-20.6,0:23:06.797184,137098,0.02
153,-20.61,0:23:19.125232,138332,0.02
154,-20.61,0:23:31.093930,139458,0.02
155,-20.61,0:23:47.897434,141203,0.02
156,-20.61,0:24:07.732101,143155,0.02
157,-20.61,0:24:19.987412,144344,0.02
158,-20.59,0:24:36.630532,146016,0.02
159,-20.59,0:24:51.979321,147515,0.02
160,-20.58,0:25:05.878503,148870,0.02
161,-20.58,0:25:26.071661,150835,0.02
162,-20.57,0:25:44.584416,152666,0.02
163,-20.56,0:25:59.646741,154132,0.02
164,-20.56,0:26:12.589191,155401,0.02
165,-20.56,0:26:31.348764,157245,0.02
166,-20.54,0:26:46.556073,158750,0.02
167,-20.52,0:27:04.410476,160494,0.02
168,-20.52,0:27:18.078764,161868,0.02
169,-20.51,0:27:33.797557,163420,0.02
170,-20.51,0:27:49.162973,164981,0.02
171,-20.48,0:28:03.026073,166325,0.02
172,-20.47,0:28:14.741933,167468,0.02
173,-20.47,0:28:25.296904,168532,0.02
174,-20.44,0:28:37.886077,169787,0.02
175,-20.39,0:28:52.069742,171188,0.02
176,-20.37,0:29:04.787911,172479,0.02
177,-20.35,0:29:17.293622,173759,0.02
178,-20.31,0:29:35.003855,175466,0.02
179,-20.26,0:29:54.081938,177361,0.02
180,-20.25,0:30:07.059911,178648,0.02
181,-20.22,0:30:24.527045,180417,0.02
182,-20.19,0:30:40.343123,181937,0.02
183,-20.16,0:30:57.310700,183647,0.02
184,-20.14,0:31:12.889893,185163,0.02
185,-20.12,0:31:28.006006,186718,0.02
186,-20.11,0:31:40.511834,187943,0.02
187,-20.11,0:31:58.466005,189719,0.02
188,-20.07,0:32:11.647541,191040,0.02
189,-20.04,0:32:27.117227,192493,0.02
190,-20.01,0:32:42.458546,193968,0.02
191,-19.99,0:32:58.950955,195626,0.02
192,-19.95,0:33:16.563718,197344,0.02
193,-19.9,0:33:37.450814,199396,0.02
194,-19.89,0:33:55.745473,201230,0.02
195,-19.83,0:34:13.305925,202978,0.02
196,-19.81,0:34:31.163488,204717,0.02
197,-19.77,0:34:51.424583,206720,0.02
198,-19.77,0:35:09.920923,208527,0.02
199,-19.75,0:35:28.881621,210418,0.02
200,-19.73,0:35:40.681751,211610,0.02
201,-19.71,0:35:59.047594,213411,0.02
202,-19.71,0:36:09.959126,214508,0.02
203,-19.72,0:36:25.342087,216053,0.02
204,-19.69,0:36:45.955341,218065,0.02
205,-19.7,0:37:00.867535,219573,0.02
206,-19.69,0:37:15.335695,221041,0.02
207,-19.68,0:37:32.755714,222826,0.02
208,-19.68,0:37:49.654570,224478,0.02
209,-19.64,0:38:11.843058,226668,0.02
210,-19.63,0:38:27.586587,228226,0.02
211,-19.58,0:38:43.140471,229772,0.02
212,-19.56,0:38:55.054510,230918,0.02
213,-19.55,0:39:07.514846,232209,0.02
214,-19.53,0:39:24.073841,233943,0.02
215,-19.53,0:39:40.194234,235604,0.02
216,-19.52,0:39:54.299178,236977,0.02
217,-19.53,0:40:04.767196,238014,0.02
218,-19.52,0:40:20.146849,239598,0.02
219,-19.52,0:40:32.733544,240818,0.02
220,-19.5,0:40:47.488276,242235,0.02
221,-19.47,0:41:04.480094,243823,0.02
222,-19.46,0:41:18.766140,245258,0.02
223,-19.41,0:41:34.455896,246777,0.02
224,-19.39,0:41:51.322033,248442,0.02
225,-19.36,0:42:06.646313,249964,0.02
226,-19.3,0:42:24.743266,251733,0.02
227,-19.28,0:42:37.402885,252976,0.02
228,-19.27,0:42:50.279065,254294,0.02
229,-19.25,0:43:07.147503,255876,0.02
230,-19.25,0:43:21.208551,257232,0.02
231,-19.22,0:43:38.469337,258940,0.02
232,-19.18,0:43:54.805505,260557,0.02
233,-19.13,0:44:13.483942,262387,0.02
234,-19.12,0:44:27.503337,263782,0.02
235,-19.07,0:44:45.087109,265512,0.02
236,-19.06,0:45:00.764913,267071,0.02
237,-19.04,0:45:14.171956,268399,0.02
238,-18.98,0:45:29.376512,269925,0.02
239,-18.96,0:45:44.145126,271358,0.02
240,-18.93,0:46:00.329365,272954,0.02
241,-18.9,0:46:16.556552,274571,0.02
242,-18.88,0:46:30.641617,275952,0.02
243,-18.84,0:46:50.426654,277882,0.02
244,-18.81,0:47:09.715087,279780,0.02
245,-18.79,0:47:29.750408,281687,0.02
246,-18.76,0:47:48.026035,283428,0.02
247,-18.74,0:48:05.952329,285278,0.02
248,-18.7,0:48:24.787218,287138,0.02
249,-18.7,0:48:39.300566,288516,0.02
250,-18.68,0:48:55.408760,290087,0.02
251,-18.65,0:49:13.055114,291795,0.02
252,-18.64,0:49:33.613341,293838,0.02
253,-18.62,0:49:50.224116,295482,0.02
254,-18.6,0:50:03.568012,296793,0.02
255,-18.54,0:50:23.170371,298729,0.02
256,-18.52,0:50:38.932706,300298,0.02
257,-18.46,0:50:58.977277,302276,0.02
258,-18.46,0:51:20.256982,304353,0.02
259,-18.43,0:51:39.379211,306253,0.02
260,-18.41,0:51:56.643797,307959,0.02
261,-18.37,0:52:09.878683,309268,0.02
262,-18.35,0:52:28.198749,311059,0.02
263,-18.3,0:52:47.560074,312965,0.02
264,-18.21,0:53:10.433857,315237,0.02
265,-18.14,0:53:32.163342,317340,0.02
266,-18.12,0:53:50.343881,319146,0.02
267,-18.09,0:54:12.009600,321247,0.02
268,-18.09,0:54:28.115616,322773,0.02
269,-18.05,0:54:47.432814,324636,0.02
270,-18.03,0:55:05.901754,326438,0.02
271,-18.04,0:55:25.295636,328333,0.02
272,-17.94,0:55:47.043613,330503,0.02
273,-17.87,0:56:08.356794,332637,0.02
274,-17.87,0:56:26.268685,334407,0.02
275,-17.89,0:56:40.201511,335825,0.02
276,-17.86,0:56:59.449227,337725,0.02
277,-17.88,0:57:12.205509,338935,0.02
278,-17.9,0:57:29.912223,340683,0.02
279,-17.96,0:57:45.369994,342214,0.02
280,-17.93,0:58:04.700050,344114,0.02
281,-17.9,0:58:23.701052,345981,0.02
282,-17.86,0:58:46.164925,348229,0.02
283,-17.83,0:59:09.096705,350453,0.02
284,-17.82,0:59:29.465674,352472,0.02
285,-17.82,0:59:44.304649,353949,0.02
286,-17.79,1:00:05.834179,356035,0.02
287,-17.78,1:00:25.258810,357942,0.02
288,-17.78,1:00:45.300287,359990,0.02
289,-17.73,1:01:07.216561,362115,0.02
290,-17.69,1:01:29.317531,364373,0.02
291,-17.64,1:01:52.058205,366627,0.02
292,-17.65,1:02:09.923364,368327,0.02
293,-17.71,1:02:23.911809,369689,0.02
294,-17.67,1:02:45.357902,371778,0.02
295,-17.63,1:03:08.147690,374033,0.02
296,-17.54,1:03:31.781223,376421,0.02
297,-17.6,1:03:43.003590,377501,0.02
298,-17.52,1:04:11.601513,380349,0.02
299,-17.49,1:04:31.339094,382291,0.02
300,-17.42,1:04:55.918600,384683,0.02
301,-17.37,1:05:22.590982,387231,0.02
302,-17.35,1:05:40.756469,389017,0.02
303,-17.31,1:06:02.782506,391214,0.02
304,-17.26,1:06:29.619484,393805,0.02
305,-17.26,1:06:47.045218,395517,0.02
306,-17.22,1:07:10.857429,397889,0.02
307,-17.21,1:07:28.952343,399667,0.02
308,-17.17,1:07:52.060209,401934,0.02
309,-17.18,1:08:16.095710,404321,0.02
310,-17.16,1:08:42.203121,406907,0.02
311,-17.21,1:09:03.207834,408916,0.02
312,-17.17,1:09:29.100307,411496,0.02
313,-17.12,1:09:54.943513,414058,0.02
314,-17.07,1:10:25.240230,417077,0.02
315,-17.0,1:10:58.590150,420386,0.02
316,-17.0,1:11:23.793074,422876,0.02
317,-16.95,1:11:53.946839,425818,0.02
318,-16.85,1:12:26.095843,429019,0.02
319,-16.81,1:12:48.172118,431222,0.02
320,-16.79,1:13:11.922222,433571,0.02
321,-16.82,1:13:32.302271,435588,0.02
322,-16.81,1:13:51.249070,437494,0.02
323,-16.81,1:14:16.694516,439946,0.02
324,-16.78,1:14:39.773506,442273,0.02
325,-16.71,1:15:12.497260,445480,0.02
326,-16.73,1:15:37.567337,447926,0.02
327,-16.72,1:16:00.853860,450201,0.02
328,-16.62,1:16:30.325560,453098,0.02
329,-16.57,1:16:56.233130,455597,0.02
330,-16.53,1:17:17.354132,457697,0.02
331,-16.56,1:17:44.739657,460404,0.02
332,-16.52,1:18:12.515894,463105,0.02
333,-16.58,1:18:39.852392,465806,0.02
334,-16.56,1:19:08.403673,468634,0.02
335,-16.56,1:19:37.103730,471465,0.02
336,-16.53,1:20:02.866808,474059,0.02
337,-16.54,1:20:22.980102,476083,0.02
338,-16.53,1:20:51.336682,478808,0.02
339,-16.51,1:21:14.554449,481064,0.02
340,-16.5,1:21:38.117199,483363,0.02
341,-16.46,1:22:08.448131,486366,0.02
342,-16.42,1:22:34.747335,488916,0.02
343,-16.42,1:23:03.703883,491827,0.02
344,-16.39,1:23:31.440282,494546,0.02
345,-16.36,1:23:58.331863,497245,0.02
346,-16.37,1:24:24.630562,499842,0.02
347,-16.36,1:24:49.576695,502280,0.02
348,-16.33,1:25:17.459587,504987,0.02
349,-16.23,1:25:50.617195,508282,0.02
350,-16.14,1:26:20.746432,511213,0.02
351,-16.13,1:26:47.324768,513852,0.02
352,-16.05,1:27:16.991962,516795,0.02
353,-16.0,1:27:42.124947,519307,0.02
354,-15.97,1:28:04.682210,521552,0.02
355,-15.94,1:28:32.341709,524339,0.02
356,-15.91,1:28:50.703483,526208,0.02
357,-15.89,1:29:15.746384,528659,0.02
358,-15.85,1:29:43.151643,531349,0.02
359,-15.84,1:30:06.966601,533686,0.02
360,-15.79,1:30:32.509966,536223,0.02
361,-15.8,1:30:57.095789,538759,0.02
362,-15.77,1:31:28.045792,541755,0.02
363,-15.74,1:31:55.996547,544557,0.02
364,-15.75,1:32:27.894983,547654,0.02
365,-15.76,1:32:55.277077,550383,0.02
366,-15.73,1:33:24.484492,553299,0.02
367,-15.74,1:33:45.962506,555440,0.02
368,-15.7,1:34:14.791092,558245,0.02
369,-15.71,1:34:41.467823,560869,0.02
370,-15.66,1:35:10.523302,563729,0.02
371,-15.62,1:35:47.010955,567267,0.02
372,-15.69,1:36:10.496972,569554,0.02
373,-15.67,1:36:38.337599,572479,0.02
374,-15.64,1:37:09.818499,575560,0.02
375,-15.61,1:37:34.686597,578018,0.02
376,-15.63,1:38:01.700912,580703,0.02
377,-15.58,1:38:27.849154,583270,0.02
378,-15.51,1:38:55.911854,586019,0.02
379,-15.47,1:39:19.125851,588279,0.02
380,-15.43,1:39:45.388383,590853,0.02
381,-15.41,1:40:15.063894,593908,0.02
382,-15.43,1:40:42.466447,596696,0.02
383,-15.45,1:41:10.672447,599522,0.02
384,-15.41,1:41:39.559876,602388,0.02
385,-15.33,1:42:13.880397,605695,0.02
386,-15.26,1:42:54.863397,609799,0.02
387,-15.18,1:43:29.376487,613326,0.02
388,-15.14,1:44:01.777831,616561,0.02
389,-15.12,1:44:39.831535,620314,0.02
390,-15.14,1:45:08.373507,623111,0.02
391,-15.13,1:45:46.659094,626823,0.02
392,-15.14,1:46:25.417339,630611,0.02
393,-15.1,1:46:56.960365,633676,0.02
394,-14.97,1:47:44.940076,638311,0.02
395,-14.94,1:48:23.078585,642002,0.02
396,-14.97,1:48:54.386211,645210,0.02
397,-14.94,1:49:17.454299,647568,0.02
398,-14.97,1:49:47.822560,650498,0.02
399,-14.95,1:50:19.615994,653643,0.02
400,-14.97,1:50:52.413136,656874,0.02
401,-15.0,1:51:20.074190,659649,0.02
402,-14.98,1:51:48.141296,662399,0.02
403,-14.94,1:52:23.465310,665832,0.02
404,-14.95,1:52:57.458307,669172,0.02
405,-14.86,1:53:31.301454,672512,0.02
406,-14.86,1:54:08.947178,676225,0.02
407,-14.84,1:54:41.394589,679445,0.02
408,-14.82,1:55:09.192629,682234,0.02
409,-14.74,1:55:45.206607,685881,0.02
410,-14.69,1:56:16.097187,688919,0.02
411,-14.6,1:56:57.110172,692938,0.02
412,-14.55,1:57:36.528215,696843,0.02
413,-14.51,1:58:10.891054,700186,0.02
414,-14.52,1:58:36.179228,702656,0.02
415,-14.55,1:59:01.669948,705200,0.02
416,-14.42,1:59:36.197651,708590,0.02
417,-14.4,2:00:09.149862,711828,0.02
418,-14.38,2:00:48.255787,715630,0.02
419,-14.37,2:01:21.386247,718927,0.02
420,-14.32,2:01:53.125711,722057,0.02
421,-14.22,2:02:29.679655,725713,0.02
422,-14.13,2:03:02.315126,728969,0.02
423,-14.06,2:03:31.465958,731845,0.02
424,-14.04,2:04:05.837289,735152,0.02
425,-14.08,2:04:34.594202,737980,0.02
426,-14.05,2:05:03.010632,740792,0.02
427,-13.95,2:05:42.598507,744572,0.02
428,-14.0,2:06:15.533405,747841,0.02
429,-13.98,2:06:52.867331,751635,0.02
430,-13.92,2:07:22.781742,754571,0.02
431,-13.83,2:07:56.142526,757843,0.02
432,-13.84,2:08:22.681747,760508,0.02
433,-13.72,2:08:54.679958,763669,0.02
434,-13.54,2:09:34.396438,767602,0.02
435,-13.5,2:10:05.817865,770701,0.02
436,-13.48,2:10:32.034549,773387,0.02
437,-13.4,2:11:04.949249,776608,0.02
438,-13.35,2:11:37.912274,779815,0.02
439,-13.29,2:12:12.744953,783189,0.02
440,-13.23,2:12:40.420398,785966,0.02
441,-13.15,2:13:15.525991,789375,0.02
442,-13.16,2:13:38.597169,791649,0.02
443,-13.05,2:14:16.178151,795325,0.02
444,-12.95,2:14:56.142808,799302,0.02
445,-12.95,2:15:22.466050,801883,0.02
446,-12.81,2:15:56.132701,805129,0.02
447,-12.71,2:16:29.446578,808512,0.02
448,-12.72,2:16:56.092181,811142,0.02
449,-12.68,2:17:28.199114,814310,0.02
450,-12.54,2:18:03.221507,817831,0.02
451,-12.27,2:18:27.906447,820338,0.02
452,-12.28,2:18:51.592721,822666,0.02
453,-12.22,2:19:19.568917,825361,0.02
454,-12.08,2:19:53.299033,828737,0.02
455,-11.91,2:20:27.290344,832068,0.02
456,-11.62,2:20:50.860973,834375,0.02
457,-11.29,2:21:08.966796,836137,0.02
458,-11.01,2:21:32.863201,838417,0.02
459,-10.74,2:22:00.134446,841007,0.02
460,-10.46,2:22:24.601089,843298,0.02
461,-10.15,2:22:48.264518,845536,0.02
462,-9.8,2:23:07.833613,847350,0.02
463,-9.49,2:23:27.370469,849189,0.02
464,-9.19,2:23:48.049590,851231,0.02
465,-8.95,2:24:15.676614,853892,0.02
466,-8.61,2:24:33.444450,855622,0.02
467,-8.36,2:25:05.619311,858635,0.02
468,-8.08,2:25:34.244505,861233,0.02
469,-7.77,2:25:58.825102,863636,0.02
470,-7.59,2:26:34.815615,867078,0.02
471,-7.24,2:26:54.929649,868952,0.02
472,-6.89,2:27:15.730725,870836,0.02
473,-6.57,2:27:33.324004,872551,0.02
474,-6.31,2:28:04.130526,875300,0.02
475,-6.05,2:28:31.117567,877893,0.02
476,-5.71,2:28:54.782279,880191,0.02
477,-5.35,2:29:12.620809,881951,0.02
478,-5.03,2:29:30.943882,883739,0.02
479,-4.73,2:29:56.476671,886201,0.02
480,-4.43,2:30:16.624081,888184,0.02
481,-4.11,2:30:36.126685,890033,0.02
482,-3.77,2:30:59.714341,892128,0.02
483,-3.39,2:31:16.856663,893766,0.02
484,-3.08,2:31:36.548203,895611,0.02
485,-2.81,2:31:58.128148,897734,0.02
486,-2.52,2:32:17.512733,899595,0.02
487,-2.26,2:32:40.226344,901701,0.02
488,-1.94,2:32:58.426778,903486,0.02
489,-1.68,2:33:20.298599,905553,0.02
490,-1.37,2:33:43.024485,907716,0.02
491,-1.12,2:34:06.343474,909952,0.02
492,-0.8,2:34:28.971850,912182,0.02
493,-0.49,2:34:50.456498,914261,0.02
494,-0.32,2:35:12.253009,916390,0.02
495,-0.11,2:35:37.345467,918779,0.02
496,0.19,2:35:59.460472,920771,0.02
497,0.52,2:36:20.717341,922828,0.02
498,0.85,2:36:40.543868,924729,0.02
499,1.19,2:36:57.849301,926402,0.02
500,1.53,2:37:18.520172,928074,0.02
501,1.85,2:37:43.735356,930272,0.02
502,2.19,2:38:04.429278,932200,0.02
503,2.49,2:38:25.281541,934183,0.02
504,2.73,2:38:49.480701,936466,0.02
505,3.04,2:39:07.812238,938261,0.02
506,3.33,2:39:29.623075,940398,0.02
507,3.62,2:39:52.482185,942608,0.02
508,3.97,2:40:09.829592,944261,0.02
509,4.12,2:40:37.235728,946883,0.02
510,4.35,2:41:02.787509,949272,0.02
511,4.65,2:41:22.507235,951148,0.02
512,4.84,2:41:51.656855,953895,0.02
513,5.11,2:42:14.979002,956102,0.02
514,5.4,2:42:38.741164,958346,0.02
515,5.71,2:43:03.701580,960778,0.02
516,5.89,2:43:32.770779,963466,0.02
517,6.16,2:43:56.473608,965661,0.02
518,6.44,2:44:15.095145,967351,0.02
519,6.77,2:44:35.298571,969186,0.02
520,6.98,2:45:00.874627,971722,0.02
521,7.23,2:45:25.012421,974012,0.02
522,7.49,2:45:46.825549,976099,0.02
523,7.72,2:46:11.545562,978420,0.02
524,8.03,2:46:32.848690,980459,0.02
525,8.35,2:46:54.022132,982523,0.02
526,8.65,2:47:15.566265,984566,0.02
527,8.86,2:47:41.072637,986974,0.02
528,9.18,2:48:02.134247,989034,0.02
529,9.45,2:48:26.763760,991433,0.02
530,9.76,2:48:45.766958,993283,0.02
531,10.06,2:49:03.194595,994988,0.02
532,10.38,2:49:24.332850,997018,0.02
533,10.6,2:49:47.943814,999206,0.02
534,10.79,2:50:07.110683,1001076,0.02
535,11.04,2:50:33.151628,1003547,0.02
536,11.32,2:50:59.179774,1006016,0.02
537,11.62,2:51:18.675463,1007894,0.02
538,11.86,2:51:40.756506,1010011,0.02
539,12.14,2:52:00.794456,1011899,0.02
540,12.45,2:52:17.285009,1013571,0.02
541,12.68,2:52:39.655859,1015784,0.02
542,13.02,2:53:01.235715,1017819,0.02
543,13.27,2:53:19.923014,1019627,0.02
544,13.5,2:53:38.102711,1021404,0.02
545,13.85,2:53:56.389244,1023202,0.02
546,14.1,2:54:14.421608,1024906,0.02
547,14.39,2:54:31.424786,1026543,0.02
548,14.75,2:54:47.707675,1028180,0.02
549,15.02,2:55:05.377902,1029883,0.02
550,15.14,2:55:26.444327,1031929,0.02
551,15.19,2:55:47.775049,1034053,0.02
552,15.48,2:56:08.476345,1036120,0.02
553,15.71,2:56:29.261187,1038195,0.02
554,15.94,2:56:45.773365,1039831,0.02
555,16.08,2:57:06.131873,1041794,0.02
556,16.16,2:57:22.801947,1043431,0.02
557,16.16,2:57:40.251236,1045163,0.02
558,16.22,2:57:56.640442,1046864,0.02
559,16.22,2:58:18.242859,1049053,0.02
560,16.24,2:58:38.003432,1051038,0.02
561,16.27,2:58:58.641748,1053082,0.02
562,16.26,2:59:19.242793,1055070,0.02
563,16.24,2:59:39.694596,1057051,0.02
564,16.25,2:59:59.714456,1058980,0.02
565,16.37,3:00:16.070556,1060616,0.02
