iteration,episode,score,step
25,80,-20.475,76800
50,160,-20.38,153600
75,246,-20.29,230400
100,322,-20.0,307200
125,399,-19.91,384000
150,469,-19.71,460800
175,535,-19.28,537600
200,590,-18.89,614400
225,632,-18.42,691200
250,661,-18.08,768000
275,682,-15.47,844800
300,709,-8.05,921600
325,733,-0.3,998400
350,758,7.77,1075200
375,786,13.47,1152000
400,816,15.51,1228800
425,853,17.41,1305600
450,886,19.0,1382400
475,924,20.3,1459200
500,964,20.42,1536000
525,995,20.7,1612800
550,1040,20.8,1689600
575,1068,20.33,1766400
600,1103,19.97,1843200
625,1145,20.11,1920000
650,1182,20.87,1996800
675,1219,20.99,2073600
700,1261,21.0,2150400
