iteration,episode,score,step
25,81,-20.54320987654321,76800
50,161,-20.3,153600
75,254,-20.45,230400
100,336,-20.36,307200
125,417,-20.38,384000
150,501,-20.2,460800
175,582,-20.14,537600
200,657,-19.93,614400
225,729,-19.61,691200
250,785,-18.75,768000
275,833,-17.35,844800
300,859,-15.28,921600
325,885,-11.38,998400
350,915,-6.85,1075200
375,944,-1.44,1152000
400,979,3.88,1228800
425,1011,7.58,1305600
450,1043,9.86,1382400
475,1077,10.0,1459200
500,1109,9.82,1536000
525,1141,9.81,1612800
550,1174,9.81,1689600
575,1206,9.94,1766400
600,1239,9.92,1843200
