episode,score,time,step,epsilon
80,-20.75,0:11:37.733233,67910,0.02
81,-20.728395061728396,0:11:47.165596,68848,0.02
82,-20.73170731707317,0:11:55.539115,69640,0.02
83,-20.734939759036145,0:12:03.545482,70432,0.02
84,-20.726190476190474,0:12:13.913450,71468,0.02
85,-20.729411764705883,0:12:24.058289,72447,0.02
86,-20.72093023255814,0:12:33.518205,73362,0.02
87,-20.71264367816092,0:12:43.368916,74297,0.02
88,-20.693181818181817,0:12:53.062593,75280,0.02
89,-20.685393258426966,0:13:02.783522,76196,0.02
90,-20.677777777777777,0:13:12.679731,77195,0.02
91,-20.65934065934066,0:13:23.735340,78221,0.02
92,-20.66304347826087,0:13:31.899927,79013,0.02
93,-20.666666666666668,0:13:42.336684,79997,0.02
94,-20.659574468085108,0:13:51.970809,80955,0.02
95,-20.652631578947368,0:14:02.294512,81910,0.02
96,-20.65625,0:14:11.383813,82816,0.02
97,-20.63917525773196,0:14:23.104836,83930,0.02
98,-20.632653061224488,0:14:32.713492,84875,0.02
99,-20.626262626262626,0:14:42.439078,85764,0.02
100,-20.62,0:14:52.357431,86739,0.02
101,-20.61,0:15:05.689433,88002,0.02
102,-20.61,0:15:16.959137,89086,0.02
103,-20.6,0:15:26.836402,90044,0.02
104,-20.6,0:15:35.933190,90936,0.02
105,-20.58,0:15:48.893536,92182,0.02
106,-20.58,0:15:58.680189,93150,0.02
107,-20.57,0:16:08.493376,94039,0.02
108,-20.58,0:16:19.205908,95075,0.02
109,-20.58,0:16:29.207407,96037,0.02
110,-20.54,0:16:43.556907,97434,0.02
111,-20.51,0:16:58.742942,98894,0.02
112,-20.47,0:17:13.718887,100316,0.02
113,-20.43,0:17:27.090906,101598,0.02
114,-20.4,0:17:42.081076,103040,0.02
115,-20.38,0:17:56.451860,104451,0.02
116,-20.37,0:18:07.871838,105526,0.02
117,-20.33,0:18:22.419820,106947,0.02
118,-20.33,0:18:35.008922,108165,0.02
119,-20.29,0:18:50.186396,109649,0.02
120,-20.3,0:19:02.188853,110799,0.02
121,-20.29,0:19:17.804214,112285,0.02
122,-20.26,0:19:32.601728,113727,0.02
123,-20.22,0:19:45.570183,114997,0.02
124,-20.22,0:20:01.137576,116541,0.02
125,-20.2,0:20:14.334309,117812,0.02
126,-20.15,0:20:31.855990,119489,0.02
127,-20.07,0:20:51.963224,121346,0.02
128,-20.05,0:21:05.397243,122663,0.02
129,-20.01,0:21:19.593380,124025,0.02
130,-19.98,0:21:34.738491,125454,0.02
131,-19.95,0:21:51.743199,127070,0.02
132,-19.88,0:22:11.746908,129000,0.02
133,-19.83,0:22:28.795888,130670,0.02
134,-19.77,0:22:45.019159,132294,0.02
135,-19.72,0:22:59.381558,133659,0.02
136,-19.69,0:23:16.139644,135246,0.02
137,-19.64,0:23:35.920342,137150,0.02
138,-19.6,0:23:50.244272,138526,0.02
139,-19.53,0:24:09.247509,140303,0.02
140,-19.51,0:24:25.590825,141876,0.02
141,-19.49,0:24:39.702881,143215,0.02
142,-19.47,0:24:55.295000,144755,0.02
143,-19.43,0:25:12.957844,146450,0.02
144,-19.42,0:25:26.682454,147788,0.02
145,-19.4,0:25:42.311143,149334,0.02
146,-19.35,0:26:00.037296,151038,0.02
147,-19.28,0:26:20.149831,152996,0.02
148,-19.26,0:26:37.183809,154644,0.02
149,-19.2,0:26:57.284377,156593,0.02
150,-19.15,0:27:17.055742,158526,0.02
151,-19.08,0:27:37.306207,160513,0.02
152,-18.97,0:28:00.691256,162818,0.02
153,-18.93,0:28:18.589249,164545,0.02
154,-18.89,0:28:37.486473,166375,0.02
155,-18.81,0:28:57.852239,168366,0.02
156,-18.76,0:29:15.928338,170100,0.02
157,-18.66,0:29:38.837368,172346,0.02
158,-18.63,0:29:58.046806,174193,0.02
159,-18.58,0:30:17.005657,175982,0.02
160,-18.54,0:30:36.317684,177795,0.02
161,-18.43,0:31:10.955519,181109,0.02
162,-18.38,0:31:36.092815,183510,0.02
163,-18.34,0:31:56.834391,185470,0.02
164,-18.24,0:32:33.527191,188971,0.02
165,-18.14,0:32:59.905920,191479,0.02
166,-18.07,0:33:22.229137,193731,0.02
167,-18.01,0:33:44.827977,195906,0.02
168,-17.95,0:34:08.500432,198138,0.02
169,-17.86,0:34:34.867024,200723,0.02
170,-17.81,0:34:57.543521,202951,0.02
171,-17.69,0:35:26.317416,205691,0.02
172,-17.65,0:35:45.139201,207551,0.02
173,-17.62,0:36:01.740567,209109,0.02
174,-17.54,0:36:31.856753,212066,0.02
175,-17.45,0:36:59.349302,214754,0.02
176,-17.35,0:37:21.999039,216930,0.02
177,-17.27,0:37:51.562842,219769,0.02
178,-17.18,0:38:16.789280,222156,0.02
179,-17.04,0:38:46.198111,224987,0.02
180,-16.98,0:39:09.264254,227190,0.02
181,-16.77,0:39:43.321010,230485,0.02
182,-16.6,0:40:11.733985,233251,0.02
183,-16.51,0:40:38.479611,235840,0.02
184,-16.41,0:41:03.942958,238281,0.02
185,-16.36,0:41:22.581468,240043,0.02
186,-16.21,0:42:02.294956,243862,0.02
187,-16.15,0:42:27.187405,246181,0.02
188,-15.99,0:43:01.729616,249510,0.02
189,-15.88,0:43:26.686972,251896,0.02
190,-15.83,0:43:50.371514,254196,0.02
191,-15.61,0:44:25.006568,257483,0.02
192,-15.5,0:44:53.878554,260343,0.02
193,-15.46,0:45:13.247091,262246,0.02
194,-15.3,0:45:46.304048,265461,0.02
195,-15.13,0:46:20.518722,268739,0.02
196,-14.86,0:46:51.505036,271704,0.02
197,-14.6,0:47:21.818434,274668,0.02
198,-14.39,0:47:59.177527,278205,0.02
199,-14.35,0:48:20.601187,280271,0.02
200,-14.22,0:48:48.546124,283002,0.02
201,-13.94,0:49:17.532812,285784,0.02
202,-13.8,0:49:45.294400,288479,0.02
203,-13.61,0:50:19.857254,291854,0.02
204,-13.46,0:50:49.554205,294767,0.02
205,-13.42,0:51:12.357940,296913,0.02
206,-13.29,0:51:41.699317,299767,0.02
207,-13.13,0:52:16.885684,303131,0.02
208,-12.99,0:52:49.836814,306300,0.02
209,-12.81,0:53:20.990012,309355,0.02
210,-12.6,0:53:54.569765,312572,0.02
211,-12.29,0:54:22.544246,315215,0.02
212,-11.97,0:54:47.376149,317605,0.02
213,-11.67,0:55:14.435626,320229,0.02
214,-11.46,0:55:46.931531,323383,0.02
215,-11.31,0:56:17.890910,326435,0.02
216,-11.05,0:56:52.667740,329819,0.02
217,-10.77,0:57:26.121131,333096,0.02
218,-10.43,0:57:50.215562,335498,0.02
219,-10.06,0:58:08.845656,337316,0.02
220,-9.72,0:58:31.375494,339504,0.02
221,-9.41,0:58:52.488572,341548,0.02
222,-9.11,0:59:17.443267,343986,0.02
223,-8.75,0:59:36.757014,345842,0.02
224,-8.45,1:00:06.200662,348693,0.02
225,-8.11,1:00:28.963045,350883,0.02
226,-7.76,1:00:47.332298,352668,0.02
227,-7.52,1:01:13.312421,355209,0.02
228,-7.3,1:01:48.911288,358641,0.02
229,-6.97,1:02:09.836507,360658,0.02
230,-6.64,1:02:31.034287,362747,0.02
231,-6.26,1:02:48.108217,364417,0.02
232,-5.96,1:03:09.394650,366484,0.02
233,-5.63,1:03:29.946160,368543,0.02
234,-5.42,1:03:58.937529,371309,0.02
235,-5.06,1:04:16.091198,372979,0.02
236,-4.74,1:04:36.931414,374996,0.02
237,-4.43,1:04:58.297807,377017,0.02
238,-4.1,1:05:18.500805,378900,0.02
239,-3.76,1:05:36.448137,380595,0.02
240,-3.4,1:05:59.225527,382803,0.02
241,-3.05,1:06:18.852460,384688,0.02
242,-2.76,1:06:43.264527,386993,0.02
243,-2.53,1:07:14.474681,389988,0.02
244,-2.22,1:07:39.806892,392458,0.02
245,-1.83,1:07:56.985914,394152,0.02
246,-1.59,1:08:25.057637,396940,0.02
247,-1.35,1:08:54.785641,399817,0.02
248,-1.11,1:09:24.962437,402746,0.02
249,-0.78,1:09:44.326150,404578,0.02
250,-0.41,1:10:00.947450,406213,0.02
251,-0.06,1:10:17.764660,407864,0.02
252,0.18,1:10:38.210810,409834,0.02
253,0.52,1:10:58.445586,411792,0.02
254,0.85,1:11:17.729976,413636,0.02
255,1.14,1:11:38.943647,415692,0.02
256,1.46,1:12:00.121109,417758,0.02
257,1.75,1:12:18.151803,419525,0.02
258,2.03,1:12:41.796612,421783,0.02
259,2.32,1:13:04.949167,424035,0.02
260,2.59,1:13:28.792867,426405,0.02
261,2.85,1:13:51.952748,428608,0.02
262,3.16,1:14:12.886782,430678,0.02
263,3.5,1:14:31.201218,432474,0.02
264,3.7,1:14:58.015231,435061,0.02
265,3.84,1:15:31.921897,438323,0.02
266,4.03,1:16:02.283776,441213,0.02
267,4.28,1:16:26.998281,443608,0.02
268,4.57,1:16:51.146058,445855,0.02
269,4.87,1:17:11.248737,447823,0.02
270,5.18,1:17:31.289659,449773,0.02
271,5.44,1:17:50.934141,451653,0.02
272,5.82,1:18:09.357731,453405,0.02
273,6.13,1:18:31.082713,455522,0.02
274,6.38,1:18:56.129602,457907,0.02
275,6.7,1:19:13.097004,459579,0.02
276,7.0,1:19:32.200479,461408,0.02
277,7.3,1:19:52.230429,463327,0.02
278,7.57,1:20:16.165436,465565,0.02
279,7.82,1:20:34.047937,467294,0.02
280,8.11,1:20:56.243828,469445,0.02
281,8.26,1:21:16.624121,471419,0.02
282,8.37,1:21:44.372362,474223,0.02
283,8.67,1:22:05.341327,476230,0.02
284,8.89,1:22:32.475530,478789,0.02
285,9.17,1:22:56.890100,481130,0.02
286,9.42,1:23:14.754510,482832,0.02
287,9.76,1:23:32.480345,484527,0.02
288,10.0,1:23:49.308688,486182,0.02
289,10.3,1:24:06.398009,487819,0.02
290,10.66,1:24:23.505692,489474,0.02
291,10.54,1:24:48.318003,491875,0.02
292,10.85,1:25:05.431209,493512,0.02
293,11.21,1:25:24.639695,495373,0.02
294,11.43,1:25:43.684467,497228,0.02
295,11.64,1:26:01.576563,498967,0.02
296,11.79,1:26:18.191959,500619,0.02
297,11.84,1:26:40.234892,502807,0.02
298,12.03,1:26:58.115869,504522,0.02
299,12.4,1:27:14.745903,506154,0.02
300,12.6,1:27:38.156647,508406,0.02
301,12.7,1:27:57.744851,510296,0.02
302,12.95,1:28:17.189932,512135,0.02
303,13.14,1:28:35.928327,513961,0.02
304,13.36,1:28:57.413463,516063,0.02
305,13.6,1:29:20.885131,518347,0.02
306,13.72,1:29:50.783335,521209,0.02
307,13.97,1:30:08.785791,522885,0.02
308,14.24,1:30:25.790047,524585,0.02
309,14.38,1:30:49.499794,526889,0.02
310,14.48,1:31:10.768734,528971,0.02
311,14.51,1:31:30.395632,530880,0.02
312,14.56,1:31:48.151585,532631,0.02
313,14.47,1:32:13.541094,535125,0.02
314,14.62,1:32:32.239635,536946,0.02
315,14.85,1:32:50.388573,538696,0.02
316,14.96,1:33:10.012256,540616,0.02
317,14.98,1:33:33.173275,542863,0.02
318,14.98,1:33:55.002769,544962,0.02
319,14.95,1:34:15.647044,546962,0.02
320,14.99,1:34:35.724827,548834,0.02
321,15.05,1:34:55.424917,550743,0.02
322,15.12,1:35:14.111925,552539,0.02
323,15.04,1:35:38.297086,554872,0.02
324,15.16,1:35:55.620414,556569,0.02
325,15.16,1:36:17.791934,558715,0.02
326,15.02,1:36:47.314579,561664,0.02
327,14.98,1:37:15.458408,564350,0.02
328,15.0,1:37:47.981625,567491,0.02
329,15.04,1:38:05.106137,569163,0.02
330,15.01,1:38:30.407045,571622,0.02
331,14.82,1:39:01.293299,574607,0.02
332,14.82,1:39:21.933829,576587,0.02
333,14.81,1:39:41.736642,578475,0.02
334,14.94,1:39:59.516064,580224,0.02
335,14.77,1:40:31.950065,583312,0.02
336,14.77,1:40:51.547065,585279,0.02
337,14.72,1:41:16.161881,587658,0.02
338,14.77,1:41:33.123624,589290,0.02
339,14.71,1:41:55.244292,591438,0.02
340,14.73,1:42:14.100576,593214,0.02
341,14.71,1:42:35.959097,595310,0.02
342,14.77,1:42:56.613576,597288,0.02
343,14.81,1:43:21.881600,599747,0.02
344,14.82,1:43:48.419743,602375,0.02
345,14.81,1:44:08.275556,604329,0.02
346,14.94,1:44:25.205627,606025,0.02
347,15.03,1:44:44.560786,607897,0.02
348,15.11,1:45:10.727813,610380,0.02
349,15.07,1:45:33.650011,612520,0.02
350,15.01,1:45:57.039769,614818,0.02
351,14.98,1:46:17.087821,616759,0.02
352,14.96,1:46:45.152731,619407,0.02
353,14.98,1:47:03.831476,621191,0.02
354,14.99,1:47:23.193856,623038,0.02
355,15.03,1:47:40.261448,624708,0.02
356,15.02,1:48:02.176436,626822,0.02
357,14.99,1:48:24.988896,629062,0.02
358,15.06,1:48:43.733817,630941,0.02
359,15.0,1:49:11.386799,633612,0.02
360,15.01,1:49:36.073436,635961,0.02
361,15.02,1:49:55.926089,637906,0.02
362,15.06,1:50:14.484930,639695,0.02
363,15.01,1:50:40.238706,642192,0.02
364,15.13,1:50:56.806867,643822,0.02
365,15.27,1:51:18.177678,645886,0.02
366,15.32,1:51:42.705226,648304,0.02
367,15.43,1:51:59.571515,650019,0.02
368,15.49,1:52:17.076137,651715,0.02
369,15.5,1:52:34.804885,653503,0.02
370,15.49,1:52:54.842181,655443,0.02
371,15.48,1:53:15.130346,657420,0.02
372,15.42,1:53:37.272392,659543,0.02
373,15.46,1:53:55.141927,661302,0.02
374,15.52,1:54:13.087650,663033,0.02
375,15.53,1:54:30.120562,664665,0.02
376,15.55,1:54:46.827666,666297,0.02
377,15.51,1:55:08.920426,668533,0.02
378,15.54,1:55:28.754438,670512,0.02
379,15.53,1:55:47.958813,672338,0.02
380,15.52,1:56:13.308823,674817,0.02
381,15.5,1:56:33.887163,676835,0.02
382,15.57,1:56:56.410437,679069,0.02
383,15.56,1:57:17.312982,681111,0.02
384,15.59,1:57:39.558267,683222,0.02
385,15.68,1:57:56.215665,684859,0.02
386,15.63,1:58:16.408813,686832,0.02
387,15.59,1:58:37.466373,688917,0.02
388,15.54,1:58:59.221636,691051,0.02
389,15.48,1:59:19.544881,693031,0.02
390,15.34,1:59:46.702608,695658,0.02
391,15.56,2:00:09.305239,697826,0.02
392,15.53,2:00:29.059132,699685,0.02
393,15.5,2:00:50.470948,701770,0.02
394,15.46,2:01:13.718111,704001,0.02
395,15.38,2:01:40.464404,706608,0.02
396,15.18,2:02:18.608227,710328,0.02
397,15.17,2:02:42.561544,712652,0.02
398,15.08,2:03:08.159745,715112,0.02
399,15.07,2:03:26.516620,716843,0.02
400,15.14,2:03:44.850191,718643,0.02
401,15.14,2:04:05.623706,720682,0.02
402,15.15,2:04:23.822696,722479,0.02
403,15.15,2:04:43.004718,724370,0.02
404,15.16,2:05:01.789726,726230,0.02
405,15.26,2:05:20.263606,728026,0.02
406,15.4,2:05:40.013258,729882,0.02
407,15.37,2:05:59.286339,731742,0.02
408,15.36,2:06:16.780864,733500,0.02
409,15.36,2:06:41.914553,735917,0.02
410,15.39,2:07:02.312053,737909,0.02
411,15.42,2:07:21.702965,739784,0.02
412,15.42,2:07:38.877243,741487,0.02
413,15.52,2:08:01.998604,743705,0.02
414,15.52,2:08:20.600073,745535,0.02
415,15.48,2:08:44.126253,747739,0.02
416,15.52,2:09:00.885338,749378,0.02
417,15.55,2:09:22.212660,751389,0.02
418,15.57,2:09:43.826167,753443,0.02
419,15.5,2:10:07.707921,755756,0.02
420,15.5,2:10:27.523430,757657,0.02
421,15.53,2:10:44.612458,759294,0.02
422,15.52,2:11:03.689640,761099,0.02
423,15.6,2:11:22.681572,762923,0.02
424,15.59,2:11:40.519233,764661,0.02
425,15.62,2:12:00.274675,766551,0.02
426,15.78,2:12:17.479489,768193,0.02
427,15.83,2:12:43.089992,770629,0.02
428,15.97,2:13:02.742641,772506,0.02
429,15.96,2:13:22.011863,774344,0.02
430,16.05,2:13:39.845493,776061,0.02
431,16.21,2:13:59.117952,777959,0.02
432,16.23,2:14:18.039636,779839,0.02
433,16.25,2:14:37.063702,781696,0.02
434,16.24,2:14:55.670318,783573,0.02
435,16.39,2:15:14.952340,785485,0.02
436,16.45,2:15:31.814098,787124,0.02
437,16.55,2:15:49.687132,788946,0.02
438,16.5,2:16:12.139603,791157,0.02
439,16.52,2:16:33.689299,793243,0.02
440,16.54,2:16:50.301584,794880,0.02
441,16.53,2:17:15.353750,797320,0.02
442,16.49,2:17:38.050243,799542,0.02
443,16.56,2:17:57.837611,801450,0.02
444,16.65,2:18:15.015959,803087,0.02
445,16.65,2:18:33.746734,804854,0.02
446,16.59,2:18:59.686633,807399,0.02
447,16.61,2:19:16.384639,809054,0.02
448,16.57,2:19:45.122006,811814,0.02
449,16.63,2:20:02.887690,813547,0.02
450,16.69,2:20:20.575557,815210,0.02
451,16.65,2:20:43.270375,817410,0.02
452,16.67,2:21:05.709783,819542,0.02
453,16.65,2:21:26.701487,821561,0.02
454,16.64,2:21:45.673541,823452,0.02
455,16.59,2:22:05.869753,825432,0.02
456,16.6,2:22:27.340509,827575,0.02
457,16.58,2:22:49.779011,829734,0.02
458,16.56,2:23:10.390519,831837,0.02
459,16.68,2:23:29.041574,833680,0.02
460,16.77,2:23:46.041127,835318,0.02
461,16.77,2:24:07.257642,837372,0.02
462,16.66,2:24:34.616787,840055,0.02
463,16.73,2:24:52.380759,841786,0.02
464,16.73,2:25:09.184811,843423,0.02
465,16.59,2:25:37.932984,846245,0.02
466,16.68,2:25:56.081437,848007,0.02
467,16.67,2:26:12.989532,849704,0.02
468,16.64,2:26:32.499001,851605,0.02
469,16.64,2:26:52.561050,853541,0.02
470,16.66,2:27:13.735046,855586,0.02
471,16.65,2:27:36.038833,857697,0.02
472,16.71,2:27:53.107091,859334,0.02
473,16.74,2:28:10.109490,860971,0.02
474,16.74,2:28:28.492951,862722,0.02
475,16.71,2:28:47.469974,864517,0.02
476,16.71,2:29:05.538778,866312,0.02
477,16.75,2:29:25.597460,868272,0.02
478,16.77,2:29:42.837890,869946,0.02
479,16.79,2:29:59.908292,871584,0.02
480,16.85,2:30:17.576202,873324,0.02
481,16.9,2:30:36.008763,875061,0.02
482,16.96,2:30:54.313943,876796,0.02
483,17.0,2:31:11.557668,878451,0.02
484,17.05,2:31:29.421524,880187,0.02
485,17.04,2:31:47.888390,881967,0.02
486,17.06,2:32:08.179944,883954,0.02
487,17.1,2:32:26.845780,885805,0.02
488,17.11,2:32:48.127848,887869,0.02
489,17.15,2:33:05.787814,889604,0.02
490,17.25,2:33:25.841097,891545,0.02
491,17.29,2:33:45.574096,893478,0.02
492,17.32,2:34:02.152533,895115,0.02
493,17.35,2:34:20.286290,896902,0.02
494,17.41,2:34:37.978349,898603,0.02
495,17.49,2:34:56.219320,900427,0.02
496,17.55,2:35:22.718291,902917,0.02
497,17.65,2:35:39.037324,904555,0.02
498,17.73,2:35:57.266576,906290,0.02
499,17.72,2:36:16.242290,908105,0.02
500,17.69,2:36:36.080378,910088,0.02
501,17.71,2:36:54.382274,911849,0.02
502,17.67,2:37:14.464826,913824,0.02
503,17.66,2:37:33.553351,915691,0.02
504,17.66,2:37:53.514900,917654,0.02
505,17.64,2:38:12.413669,919515,0.02
506,17.67,2:38:28.926957,921153,0.02
507,17.68,2:38:48.613360,923087,0.02
508,17.7,2:39:05.583569,924724,0.02
509,17.72,2:39:29.077664,927066,0.02
510,17.75,2:39:47.051464,928828,0.02
511,17.77,2:40:04.077492,930466,0.02
512,17.75,2:40:25.002383,932532,0.02
513,17.8,2:40:44.090991,934397,0.02
514,17.74,2:41:06.342100,936612,0.02
515,17.74,2:41:28.114333,938680,0.02
516,17.71,2:41:46.975640,940509,0.02
517,17.74,2:42:05.478075,942267,0.02
518,17.74,2:42:25.502541,944295,0.02
519,17.77,2:42:47.282516,946417,0.02
520,17.76,2:43:08.463833,948426,0.02
521,17.73,2:43:27.221114,950228,0.02
522,17.71,2:43:46.884248,952203,0.02
523,17.68,2:44:08.124606,954247,0.02
524,17.69,2:44:24.902861,955884,0.02
525,17.72,2:44:41.384482,957520,0.02
526,17.7,2:44:59.487921,959246,0.02
527,17.77,2:45:18.596169,961073,0.02
528,17.79,2:45:35.390432,962710,0.02
529,17.79,2:45:54.259916,964565,0.02
530,17.79,2:46:10.881820,966202,0.02
531,17.81,2:46:28.995737,967962,0.02
532,17.84,2:46:45.610537,969633,0.02
533,17.82,2:47:06.664050,971653,0.02
534,17.82,2:47:25.451103,973514,0.02
535,17.8,2:47:46.518964,975502,0.02
536,17.8,2:48:03.132765,977139,0.02
537,17.8,2:48:20.859131,978859,0.02
538,17.8,2:48:40.946748,980836,0.02
539,17.74,2:49:04.510901,983150,0.02
540,17.72,2:49:23.786391,985064,0.02
541,17.79,2:49:41.142022,986764,0.02
542,17.82,2:50:00.553744,988672,0.02
543,17.77,2:50:21.577866,990805,0.02
544,17.76,2:50:40.013280,992565,0.02
545,17.74,2:51:00.018505,994506,0.02
546,17.75,2:51:20.486729,996488,0.02
547,17.74,2:51:38.514243,998248,0.02
548,17.85,2:51:55.682561,999885,0.02
549,17.84,2:52:15.957321,1001838,0.02
550,17.82,2:52:34.389039,1003668,0.02
551,17.86,2:52:53.071073,1005528,0.02
552,17.92,2:53:10.181761,1007228,0.02
553,17.94,2:53:28.631900,1009021,0.02
554,17.97,2:53:46.061727,1010752,0.02
555,18.01,2:54:05.857531,1012698,0.02
556,18.04,2:54:24.201507,1014511,0.02
557,18.12,2:54:41.195757,1016147,0.02
558,18.13,2:55:00.880699,1018080,0.02
559,18.13,2:55:18.220523,1019815,0.02
560,18.08,2:55:38.389753,1021793,0.02
561,18.06,2:56:01.012591,1023995,0.02
562,18.19,2:56:17.389938,1025635,0.02
563,18.2,2:56:35.168265,1027298,0.02
564,18.18,2:56:54.245453,1029140,0.02
565,18.36,2:57:10.979946,1030776,0.02
566,18.36,2:57:28.697522,1032484,0.02
567,18.34,2:57:47.807009,1034293,0.02
568,18.31,2:58:10.076281,1036432,0.02
569,18.32,2:58:28.310555,1038165,0.02
570,18.34,2:58:48.287820,1040101,0.02
571,18.36,2:59:08.069846,1041999,0.02
572,18.33,2:59:27.255101,1043829,0.02
573,18.32,2:59:45.506001,1045561,0.02
574,18.34,3:00:03.134334,1047257,0.02
