iteration,episode,score,step
25,48,-20.1875,51200
50,108,-20.36,102400
75,159,-20.5,153600
100,214,-20.26,204800
125,264,-20.09,256000
150,312,-19.81,307200
175,351,-19.21,358400
200,384,-18.65,409600
225,415,-17.81,460800
250,439,-16.82,512000
275,459,-11.09,563200
300,487,-0.74,614400
325,513,7.77,665600
350,537,16.02,716800
375,564,18.36,768000
400,584,18.31,819200
425,612,19.21,870400
450,632,19.19,921600
475,658,19.33,972800
500,682,19.37,1024000
525,709,19.45,1075200
550,732,19.45,1126400
575,758,19.52,1177600
600,781,19.67,1228800
625,808,19.72,1280000
650,829,19.8,1331200
675,856,19.89,1382400
700,879,19.87,1433600
