iteration,episode,score,step
25,0,nan,6400
50,5,-21.0,12800
75,16,-20.625,19200
100,26,-20.73076923076923,25600
125,32,-20.625,32000
150,34,-20.647058823529413,38400
175,48,-20.541666666666668,44800
200,48,-20.541666666666668,51200
225,64,-20.5,57600
250,64,-20.5,64000
275,79,-20.417721518987342,70400
300,80,-20.4,76800
325,96,-20.5,83200
350,96,-20.5,89600
375,112,-20.52,96000
400,113,-20.53,102400
425,128,-20.59,108800
450,131,-20.62,115200
475,144,-20.69,121600
500,150,-20.74,128000
525,160,-20.8,134400
550,162,-20.82,140800
575,174,-20.82,147200
600,178,-20.82,153600
625,186,-20.79,160000
650,194,-20.72,166400
675,204,-20.73,172800
700,210,-20.73,179200
725,220,-20.73,185600
750,226,-20.73,192000
775,237,-20.73,198400
800,243,-20.73,204800
825,254,-20.73,211200
850,259,-20.73,217600
875,270,-20.79,224000
900,277,-20.88,230400
925,287,-20.94,236800
950,293,-21.0,243200
975,304,-21.0,249600
1000,309,-21.0,256000
1025,320,-21.0,262400
1050,326,-21.0,268800
1075,336,-21.0,275200
1100,344,-21.0,281600
1125,353,-21.0,288000
1150,362,-21.0,294400
1175,370,-21.0,300800
1200,380,-21.0,307200
1225,386,-21.0,313600
1250,395,-20.99,320000
1275,401,-20.99,326400
1300,409,-20.97,332800
1325,418,-20.93,339200
1350,424,-20.92,345600
1375,432,-20.89,352000
1400,439,-20.87,358400
1425,445,-20.85,364800
1450,452,-20.78,371200
1475,460,-20.71,377600
1500,466,-20.68,384000
1525,474,-20.64,390400
1550,482,-20.62,396800
1575,489,-20.61,403200
1600,497,-20.59,409600
1625,505,-20.58,416000
1650,513,-20.59,422400
1675,520,-20.58,428800
1700,529,-20.57,435200
1725,536,-20.59,441600
1750,544,-20.55,448000
1775,550,-20.54,454400
1800,560,-20.54,460800
1825,565,-20.55,467200
1850,575,-20.55,473600
1875,580,-20.52,480000
1900,588,-20.49,486400
1925,595,-20.46,492800
1950,600,-20.44,499200
1975,609,-20.42,505600
2000,615,-20.39,512000
2025,625,-20.4,518400
2050,629,-20.36,524800
2075,640,-20.34,531200
2100,643,-20.31,537600
2125,651,-20.32,544000
2150,658,-20.35,550400
2175,663,-20.31,556800
2200,672,-20.24,563200
2225,675,-20.23,569600
2250,686,-20.22,576000
2275,690,-20.25,582400
2300,697,-20.26,588800
2325,706,-20.28,595200
2350,709,-20.29,601600
2375,714,-20.27,608000
2400,722,-20.15,614400
2425,725,-20.14,620800
2450,732,-20.15,627200
2475,738,-20.08,633600
2500,742,-20.08,640000
2525,748,-20.02,646400
2550,753,-19.98,652800
2575,756,-19.94,659200
2600,761,-19.89,665600
2625,766,-19.83,672000
2650,771,-19.81,678400
2675,774,-19.81,684800
2700,779,-19.74,691200
2725,781,-19.74,697600
2750,786,-19.63,704000
2775,790,-19.53,710400
2800,792,-19.51,716800
2825,796,-19.45,723200
2850,801,-19.39,729600
2875,803,-19.35,736000
2900,806,-19.32,742400
2925,809,-19.27,748800
2950,811,-19.22,755200
2975,815,-19.19,761600
3000,819,-19.07,768000
3025,819,-19.07,774400
3050,821,-19.09,780800
3075,826,-18.98,787200
3100,832,-18.99,793600
3125,834,-19.01,800000
3150,835,-19.01,806400
3175,836,-19.01,812800
3200,839,-19.03,819200
3225,842,-19.01,825600
3250,842,-19.01,832000
3275,843,-18.99,838400
3300,845,-18.95,844800
3325,847,-18.54,851200
3350,851,-18.08,857600
3375,851,-18.08,864000
3400,853,-17.76,870400
3425,855,-17.6,876800
3450,858,-16.99,883200
3475,859,-16.61,889600
3500,861,-16.16,896000
3525,864,-15.46,902400
3550,866,-15.18,908800
3575,866,-15.18,915200
3600,869,-14.25,921600
3625,871,-13.86,928000
3650,873,-13.53,934400
3675,874,-13.42,940800
3700,876,-13.17,947200
3725,877,-12.9,953600
3750,879,-12.42,960000
3775,881,-11.88,966400
3800,884,-10.82,972800
3825,886,-10.27,979200
3850,889,-9.41,985600
3875,892,-8.54,992000
3900,892,-8.54,998400
3925,893,-8.19,1004800
3950,895,-7.8,1011200
3975,897,-7.47,1017600
4000,899,-7.26,1024000
4025,902,-6.47,1030400
4050,905,-5.55,1036800
4075,907,-5.12,1043200
4100,909,-4.63,1049600
4125,911,-3.94,1056000
4150,912,-3.62,1062400
4175,915,-2.96,1068800
4200,920,-1.33,1075200
4225,922,-1.01,1081600
4250,922,-1.01,1088000
4275,924,-0.28,1094400
4300,925,-0.05,1100800
4325,928,1.0,1107200
4350,931,2.09,1113600
4375,931,2.09,1120000
4400,934,2.67,1126400
4425,937,3.5,1132800
4450,937,3.5,1139200
4475,939,4.26,1145600
4500,943,5.18,1152000
4525,946,5.98,1158400
4550,948,6.31,1164800
4575,950,6.85,1171200
4600,955,7.88,1177600
4625,956,8.18,1184000
4650,959,8.39,1190400
4675,960,8.44,1196800
4700,962,8.72,1203200
4725,966,9.46,1209600
4750,971,10.0,1216000
4775,974,10.7,1222400
4800,975,10.85,1228800
4825,977,11.28,1235200
4850,979,11.58,1241600
4875,985,11.95,1248000
4900,987,12.19,1254400
4925,990,12.11,1260800
4950,991,12.31,1267200
4975,994,12.53,1273600
5000,996,12.91,1280000
5025,999,13.47,1286400
5050,1002,13.76,1292800
5075,1006,14.0,1299200
5100,1008,14.31,1305600
5125,1011,14.63,1312000
5150,1014,15.01,1318400
5175,1017,15.25,1324800
5200,1022,15.78,1331200
5225,1023,15.79,1337600
5250,1024,15.8,1344000
5275,1028,16.02,1350400
5300,1031,16.1,1356800
5325,1034,16.7,1363200
5350,1038,17.0,1369600
5375,1040,17.31,1376000
5400,1043,17.62,1382400
5425,1045,17.73,1388800
5450,1048,17.92,1395200
5475,1053,18.09,1401600
5500,1055,18.09,1408000
5525,1056,18.09,1414400
5550,1059,18.1,1420800
5575,1061,18.1,1427200
5600,1066,18.26,1433600
5625,1070,18.32,1440000
5650,1072,18.34,1446400
5675,1074,18.34,1452800
5700,1076,18.34,1459200
5725,1080,18.35,1465600
5750,1083,18.35,1472000
5775,1087,18.3,1478400
