episode,score,time,step,epsilon
1,-20.0,0:00:07.813128,889,0.9210000000000087
2,-20.5,0:00:16.294531,1760,0.8339000000000183
3,-20.666666666666668,0:00:24.407501,2580,0.7519000000000273
4,-20.75,0:00:34.262961,3586,0.6513000000000384
5,-20.4,0:00:44.454342,4569,0.5530000000000492
6,-20.5,0:00:52.373747,5361,0.47380000000005795
7,-20.571428571428573,0:01:01.338610,6245,0.3854000000000677
8,-20.625,0:01:09.798118,7065,0.3034000000000767
9,-20.666666666666668,0:01:19.903661,8070,0.2029000000000878
10,-20.6,0:01:29.158048,9028,0.10710000000009585
11,-20.636363636363637,0:01:38.238867,9870,0.022900000000093734
12,-20.666666666666668,0:01:46.731088,10680,0.02
13,-20.615384615384617,0:01:58.332869,11794,0.02
14,-20.642857142857142,0:02:09.800567,12933,0.02
15,-20.666666666666668,0:02:18.246021,13697,0.02
16,-20.6875,0:02:26.192535,14461,0.02
17,-20.647058823529413,0:02:34.562350,15331,0.02
18,-20.666666666666668,0:02:43.809694,16183,0.02
19,-20.68421052631579,0:02:51.638829,16947,0.02
20,-20.7,0:02:59.744256,17747,0.02
21,-20.523809523809526,0:03:11.469484,18951,0.02
22,-20.5,0:03:21.471623,19901,0.02
23,-20.434782608695652,0:03:32.659865,21012,0.02
24,-20.458333333333332,0:03:40.856016,21804,0.02
25,-20.48,0:03:49.044213,22628,0.02
26,-20.5,0:03:57.397057,23448,0.02
27,-20.51851851851852,0:04:06.568079,24300,0.02
28,-20.535714285714285,0:04:14.316210,25082,0.02
29,-20.551724137931036,0:04:22.529207,25874,0.02
30,-20.566666666666666,0:04:31.498061,26726,0.02
31,-20.580645161290324,0:04:40.370863,27638,0.02
32,-20.59375,0:04:48.698018,28430,0.02
33,-20.606060606060606,0:04:56.981395,29254,0.02
34,-20.61764705882353,0:05:06.499903,30168,0.02
35,-20.62857142857143,0:05:15.002124,30988,0.02
36,-20.61111111111111,0:05:23.454125,31830,0.02
37,-20.62162162162162,0:05:33.661308,32732,0.02
38,-20.63157894736842,0:05:42.027015,33556,0.02
39,-20.641025641025642,0:05:50.730105,34408,0.02
40,-20.65,0:05:59.513461,35232,0.02
41,-20.658536585365855,0:06:09.710899,36238,0.02
42,-20.666666666666668,0:06:19.490074,37167,0.02
43,-20.674418604651162,0:06:29.447563,38141,0.02
44,-20.65909090909091,0:06:38.339131,38979,0.02
45,-20.644444444444446,0:06:48.736110,39974,0.02
46,-20.652173913043477,0:06:57.045544,40798,0.02
47,-20.617021276595743,0:07:07.195561,41746,0.02
48,-20.604166666666668,0:07:17.687338,42756,0.02
49,-20.612244897959183,0:07:26.294452,43548,0.02
50,-20.6,0:07:36.447961,44573,0.02
51,-20.607843137254903,0:07:45.228078,45397,0.02
