iteration,episode,score,step
25,79,-20.379746835443036,76800
50,163,-20.4,153600
75,250,-20.4,230400
100,330,-20.24,307200
125,412,-20.3,384000
150,486,-19.84,460800
175,544,-19.23,537600
200,584,-18.14,614400
225,621,-16.46,691200
250,653,-14.2,768000
275,682,-11.14,844800
300,708,-7.31,921600
325,734,-3.7,998400
350,761,-0.88,1075200
375,787,0.5,1152000
400,814,0.39,1228800
425,846,2.45,1305600
450,875,4.48,1382400
475,904,6.19,1459200
500,933,7.82,1536000
525,958,7.91,1612800
550,990,7.91,1689600
575,1022,7.38,1766400
600,1049,5.81,1843200
625,1080,5.77,1920000
650,1111,5.77,1996800
675,1142,7.89,2073600
700,1167,7.96,2150400
