iteration,episode,score,step
25,81,-20.395061728395063,76800
50,162,-20.23,153600
75,244,-20.05,230400
100,322,-19.82,307200
125,397,-19.68,384000
150,465,-18.93,460800
175,522,-17.98,537600
200,571,-17.35,614400
225,613,-16.12,691200
250,659,-12.64,768000
275,698,-12.03,844800
300,728,-9.66,921600
325,761,-1.17,998400
350,800,11.39,1075200
375,835,18.05,1152000
400,874,19.74,1228800
425,910,19.75,1305600
450,948,19.35,1382400
475,1014,0.93,1459200
500,1110,-20.99,1536000
525,1214,-20.99,1612800
550,1245,-14.56,1689600
575,1282,-0.12,1766400
600,1320,15.15,1843200
