episode,score,time,step,epsilon
70,-19.285714285714285,0:27:00.560731,76830,0.019900000000093752
71,-19.183098591549296,0:27:47.525095,79115,0.019900000000093752
72,-19.01388888888889,0:28:43.736060,81852,0.019900000000093752
73,-18.91780821917808,0:29:32.910396,84242,0.019900000000093752
74,-18.824324324324323,0:30:23.721917,86711,0.019900000000093752
75,-18.69333333333333,0:31:12.037833,89053,0.019900000000093752
76,-18.592105263157894,0:32:02.161726,91486,0.019900000000093752
77,-18.441558441558442,0:33:01.462681,94369,0.019900000000093752
78,-18.32051282051282,0:33:56.881599,97066,0.019900000000093752
79,-18.21518987341772,0:34:59.681637,100121,0.019900000000093752
80,-18.125,0:35:51.406994,102640,0.019900000000093752
81,-18.061728395061728,0:36:57.565595,105855,0.019900000000093752
82,-18.0,0:37:44.534078,108134,0.019900000000093752
83,-17.93975903614458,0:38:51.168419,111369,0.019900000000093752
84,-17.821428571428573,0:40:00.519823,114740,0.019900000000093752
85,-17.741176470588236,0:40:55.334367,117406,0.019900000000093752
86,-17.627906976744185,0:42:11.822872,120913,0.019900000000093752
87,-17.528735632183906,0:43:15.278921,123828,0.019900000000093752
88,-17.397727272727273,0:44:32.554516,127460,0.019900000000093752
89,-17.348314606741575,0:45:39.121322,130597,0.019900000000093752
90,-17.211111111111112,0:47:01.207066,134379,0.019900000000093752
91,-17.12087912087912,0:48:16.903091,137891,0.019900000000093752
92,-16.967391304347824,0:49:51.483808,142264,0.019900000000093752
93,-16.849462365591396,0:51:05.453513,145712,0.019900000000093752
94,-16.70212765957447,0:52:31.570226,149736,0.019900000000093752
95,-16.568421052631578,0:53:53.988449,153589,0.019900000000093752
96,-16.458333333333332,0:55:04.904258,156898,0.019900000000093752
97,-16.257731958762886,0:56:19.300950,160309,0.019900000000093752
98,-16.142857142857142,0:57:37.556610,163924,0.019900000000093752
99,-16.09090909090909,0:58:47.077219,167173,0.019900000000093752
100,-16.0,0:59:54.019853,170345,0.019900000000093752
101,-15.85,1:01:12.849975,173950,0.019900000000093752
102,-15.73,1:02:20.729130,177055,0.019900000000093752
103,-15.56,1:03:35.786279,180431,0.019900000000093752
104,-15.42,1:04:49.019924,183637,0.019900000000093752
105,-15.29,1:06:07.702267,186828,0.019900000000093752
106,-15.06,1:07:36.931307,190419,0.019900000000093752
107,-14.88,1:09:20.951625,194536,0.019900000000093752
108,-14.75,1:10:53.012350,198289,0.019900000000093752
109,-14.59,1:12:41.323641,202717,0.019900000000093752
110,-14.44,1:14:11.863918,206430,0.019900000000093752
111,-14.31,1:15:37.318221,209904,0.019900000000093752
112,-14.07,1:17:08.186945,213380,0.019900000000093752
113,-13.85,1:18:56.602593,217531,0.019900000000093752
114,-13.58,1:20:33.407923,221099,0.019900000000093752
115,-13.32,1:22:07.370824,224588,0.019900000000093752
116,-13.04,1:23:35.758978,227872,0.019900000000093752
117,-12.86,1:25:03.231386,231378,0.019900000000093752
118,-12.61,1:26:27.426385,234839,0.019900000000093752
119,-12.33,1:27:53.174550,238170,0.019900000000093752
120,-12.0,1:28:54.483484,240698,0.019900000000093752
121,-11.73,1:30:03.619088,243546,0.019900000000093752
122,-11.4,1:31:06.681397,246077,0.019900000000093752
123,-11.09,1:32:14.911922,248794,0.019900000000093752
124,-10.76,1:33:28.643934,251772,0.019900000000093752
125,-10.42,1:34:41.803532,254616,0.019900000000093752
126,-10.04,1:35:33.967396,256719,0.019900000000093752
127,-9.77,1:36:55.770504,259981,0.019900000000093752
128,-9.46,1:38:08.733057,263007,0.019900000000093752
129,-9.14,1:39:15.378114,265799,0.019900000000093752
130,-8.86,1:40:31.545508,268925,0.019900000000093752
131,-8.49,1:41:25.963019,271164,0.019900000000093752
132,-8.13,1:42:28.225064,273444,0.019900000000093752
133,-7.78,1:43:29.111744,275728,0.019900000000093752
134,-7.43,1:44:37.746975,278343,0.019900000000093752
135,-7.05,1:45:32.935927,280547,0.019900000000093752
136,-6.72,1:46:35.432391,283155,0.019900000000093752
137,-6.54,1:48:23.032582,287178,0.019900000000093752
138,-6.14,1:49:10.697216,289194,0.019900000000093752
139,-5.75,1:50:13.956742,291705,0.019900000000093752
140,-5.42,1:51:15.354116,294294,0.019900000000093752
141,-5.16,1:52:49.076373,297798,0.019900000000093752
142,-4.84,1:53:56.988425,300359,0.019900000000093752
143,-4.47,1:54:55.223509,302548,0.019900000000093752
144,-4.18,1:55:59.752271,305251,0.019900000000093752
145,-3.85,1:57:00.622975,307560,0.019900000000093752
146,-3.57,1:58:22.744003,310753,0.019900000000093752
147,-3.22,1:59:16.431060,312891,0.019900000000093752
148,-2.85,2:00:18.044536,315340,0.019900000000093752
149,-2.54,2:01:30.213938,318206,0.019900000000093752
150,-2.19,2:02:38.022002,320736,0.019900000000093752
151,-1.88,2:03:52.623959,323478,0.019900000000093752
152,-1.63,2:05:16.990183,326722,0.019900000000093752
153,-1.4,2:06:48.439463,330214,0.019900000000093752
154,-1.08,2:07:52.314396,332748,0.019900000000093752
155,-0.76,2:09:04.818315,335601,0.019900000000093752
156,-0.45,2:10:05.027576,338132,0.019900000000093752
157,-0.14,2:11:04.428914,340578,0.019900000000093752
158,0.19,2:11:52.266037,342574,0.019900000000093752
159,0.54,2:12:54.994473,344957,0.019900000000093752
160,0.79,2:14:07.982629,347893,0.019900000000093752
161,1.09,2:15:16.972777,350826,0.019900000000093752
162,1.4,2:16:10.522868,353042,0.019900000000093752
163,1.72,2:17:11.624205,355591,0.019900000000093752
164,2.0,2:18:12.544735,358088,0.019900000000093752
165,2.24,2:19:18.957426,360747,0.019900000000093752
166,2.57,2:20:13.777126,363028,0.019900000000093752
167,2.94,2:21:08.871350,365306,0.019900000000093752
168,3.25,2:22:07.007641,367658,0.019900000000093752
169,3.61,2:22:58.239715,369742,0.019900000000093752
170,3.88,2:23:48.924982,371875,0.019900000000093752
171,4.14,2:24:50.455244,374443,0.019900000000093752
172,4.33,2:25:54.659594,376955,0.019900000000093752
173,4.59,2:26:53.527673,379359,0.019900000000093752
174,4.79,2:28:12.932891,382379,0.019900000000093752
175,4.99,2:29:23.088872,385138,0.019900000000093752
176,5.21,2:30:31.374885,387915,0.019900000000093752
177,5.46,2:31:25.323052,390091,0.019900000000093752
178,5.7,2:32:22.475828,392482,0.019900000000093752
179,5.98,2:33:11.422164,394524,0.019900000000093752
180,6.23,2:34:08.536517,396912,0.019900000000093752
181,6.47,2:35:18.177034,399729,0.019900000000093752
182,6.76,2:36:14.450635,402064,0.019900000000093752
183,7.06,2:37:04.262097,404114,0.019900000000093752
184,7.3,2:37:59.048701,406328,0.019900000000093752
185,7.56,2:38:53.775620,408627,0.019900000000093752
186,7.82,2:39:49.125290,410911,0.019900000000093752
187,8.12,2:40:34.229291,412735,0.019900000000093752
