episode,score,time,step,epsilon
1,-20.0,0:00:08.063683,937,0.9162000000000092
2,-20.0,0:00:17.399569,1946,0.8153000000000203
3,-20.0,0:00:25.914510,2867,0.7232000000000305
4,-20.0,0:00:35.808601,3890,0.6209000000000418
5,-20.2,0:00:45.274608,4862,0.5237000000000525
6,-20.333333333333332,0:00:52.972974,5686,0.44130000000006153
7,-20.428571428571427,0:01:01.653548,6564,0.3535000000000712
8,-20.5,0:01:10.337813,7467,0.26320000000008115
9,-20.555555555555557,0:01:20.155000,8381,0.1718000000000912
10,-20.6,0:01:28.055468,9205,0.08940000000009535
11,-20.636363636363637,0:01:36.483475,10058,0.02
12,-20.666666666666668,0:01:44.811367,10912,0.02
13,-20.692307692307693,0:01:52.979291,11676,0.02
14,-20.714285714285715,0:02:01.125635,12502,0.02
15,-20.733333333333334,0:02:10.223823,13389,0.02
16,-20.75,0:02:18.607028,14241,0.02
17,-20.705882352941178,0:02:27.575687,15145,0.02
18,-20.72222222222222,0:02:35.770187,15969,0.02
19,-20.736842105263158,0:02:44.939170,16885,0.02
20,-20.7,0:02:54.512165,17804,0.02
21,-20.714285714285715,0:03:02.957395,18656,0.02
22,-20.727272727272727,0:03:10.724897,19420,0.02
23,-20.695652173913043,0:03:21.477739,20445,0.02
24,-20.708333333333332,0:03:29.255943,21256,0.02
25,-20.72,0:03:37.003639,22020,0.02
26,-20.73076923076923,0:03:45.217940,22873,0.02
27,-20.74074074074074,0:03:54.118612,23727,0.02
28,-20.75,0:04:01.891471,24491,0.02
29,-20.689655172413794,0:04:12.436565,25495,0.02
30,-20.7,0:04:20.428887,26320,0.02
31,-20.70967741935484,0:04:29.238020,27172,0.02
32,-20.71875,0:04:36.783507,27936,0.02
33,-20.727272727272727,0:04:45.734960,28762,0.02
34,-20.735294117647058,0:04:54.275032,29588,0.02
35,-20.742857142857144,0:05:02.212463,30380,0.02
36,-20.75,0:05:09.955158,31144,0.02
37,-20.756756756756758,0:05:18.967722,31937,0.02
38,-20.763157894736842,0:05:27.664593,32762,0.02
39,-20.76923076923077,0:05:36.053980,33588,0.02
40,-20.775,0:05:45.908225,34500,0.02
41,-20.78048780487805,0:05:53.471574,35264,0.02
42,-20.761904761904763,0:06:02.586847,36188,0.02
43,-20.767441860465116,0:06:11.670590,37069,0.02
44,-20.772727272727273,0:06:19.828728,37893,0.02
45,-20.77777777777778,0:06:29.212964,38793,0.02
46,-20.782608695652176,0:06:37.465249,39645,0.02
47,-20.78723404255319,0:06:47.316910,40580,0.02
48,-20.791666666666668,0:06:57.176102,41584,0.02
49,-20.79591836734694,0:07:07.957030,42617,0.02
50,-20.8,0:07:16.376160,43441,0.02
51,-20.784313725490197,0:07:27.518819,44525,0.02
52,-20.76923076923077,0:07:37.517420,45456,0.02
53,-20.754716981132077,0:07:47.562489,46442,0.02
54,-20.74074074074074,0:07:56.520165,47313,0.02
55,-20.745454545454546,0:08:04.699824,48105,0.02
56,-20.75,0:08:15.151536,49169,0.02
57,-20.719298245614034,0:08:24.322171,50101,0.02
58,-20.724137931034484,0:08:33.560366,51042,0.02
59,-20.728813559322035,0:08:41.432402,51866,0.02
60,-20.733333333333334,0:08:49.606812,52690,0.02
61,-20.704918032786885,0:08:58.733633,53628,0.02
62,-20.70967741935484,0:09:08.374057,54541,0.02
63,-20.714285714285715,0:09:16.646806,55367,0.02
64,-20.71875,0:09:24.882251,56191,0.02
65,-20.70769230769231,0:09:35.596609,57213,0.02
66,-20.71212121212121,0:09:44.706006,58126,0.02
67,-20.70149253731343,0:09:54.956225,59077,0.02
68,-20.691176470588236,0:10:04.258436,60004,0.02
69,-20.695652173913043,0:10:12.756237,60828,0.02
70,-20.7,0:10:21.587950,61681,0.02
71,-20.676056338028168,0:10:31.260228,62660,0.02
72,-20.680555555555557,0:10:41.540369,63631,0.02
73,-20.684931506849313,0:10:49.493577,64423,0.02
74,-20.675675675675677,0:11:00.071413,65432,0.02
75,-20.666666666666668,0:11:08.968645,66321,0.02
76,-20.67105263157895,0:11:17.231245,67146,0.02
77,-20.675324675324674,0:11:26.612353,68022,0.02
78,-20.628205128205128,0:11:40.114941,69338,0.02
79,-20.632911392405063,0:11:48.502965,70178,0.02
80,-20.625,0:11:58.906017,71189,0.02
81,-20.62962962962963,0:12:08.623009,72159,0.02
82,-20.609756097560975,0:12:20.231233,73314,0.02
83,-20.6144578313253,0:12:28.217589,74134,0.02
84,-20.607142857142858,0:12:38.283748,75123,0.02
85,-20.6,0:12:47.613132,75994,0.02
86,-20.593023255813954,0:12:58.784092,77071,0.02
87,-20.586206896551722,0:13:08.699291,78024,0.02
88,-20.568181818181817,0:13:21.386084,79240,0.02
89,-20.573033707865168,0:13:31.898755,80270,0.02
90,-20.566666666666666,0:13:44.969978,81557,0.02
91,-20.54945054945055,0:13:59.133252,82934,0.02
92,-20.52173913043478,0:14:12.270892,84241,0.02
93,-20.516129032258064,0:14:24.684752,85454,0.02
94,-20.51063829787234,0:14:38.324286,86743,0.02
95,-20.48421052631579,0:14:55.550470,88404,0.02
96,-20.46875,0:15:11.545148,89910,0.02
97,-20.463917525773194,0:15:26.634713,91399,0.02
98,-20.43877551020408,0:15:44.480782,93112,0.02
99,-20.424242424242426,0:15:59.107684,94548,0.02
100,-20.4,0:16:15.644459,96186,0.02
101,-20.39,0:16:32.397599,97858,0.02
102,-20.4,0:16:49.239210,99493,0.02
103,-20.4,0:17:04.665417,101023,0.02
104,-20.38,0:17:24.563445,102960,0.02
105,-20.34,0:17:45.626614,105047,0.02
106,-20.31,0:18:07.680525,107166,0.02
107,-20.27,0:18:32.557010,109592,0.02
108,-20.23,0:18:54.104356,111731,0.02
109,-20.22,0:19:16.644036,113933,0.02
110,-20.19,0:19:42.016634,116459,0.02
111,-20.17,0:20:11.580141,119266,0.02
112,-20.12,0:20:38.962331,121930,0.02
113,-20.07,0:21:00.994903,124052,0.02
114,-20.06,0:21:23.269341,126169,0.02
115,-20.05,0:21:44.227649,128249,0.02
116,-20.01,0:22:11.007238,130863,0.02
117,-19.98,0:22:30.754631,132852,0.02
118,-19.95,0:22:50.759875,134794,0.02
119,-19.94,0:23:11.885960,136842,0.02
