iteration,episode,score,step
25,62,1.6451612903225807,12800
50,98,3.8877551020408165,25600
75,140,6.68,38400
100,185,6.94,51200
125,230,6.92,64000
150,277,6.93,76800
175,321,7.37,89600
200,365,8.02,102400
225,413,7.27,115200
250,457,7.56,128000
275,501,8.22,140800
300,547,7.67,153600
325,593,7.73,166400
350,641,7.94,179200
375,687,6.92,192000
400,738,6.43,204800
425,786,7.06,217600
450,837,7.03,230400
475,888,6.51,243200
500,937,7.01,256000
525,986,7.31,268800
550,1033,7.14,281600
575,1080,7.88,294400
600,1126,8.41,307200
625,1173,8.58,320000
650,1222,7.85,332800
675,1270,8.01,345600
700,1317,8.72,358400
725,1364,8.6,371200
750,1412,8.45,384000
775,1460,8.09,396800
800,1516,6.52,409600
825,1570,5.48,422400
850,1622,5.76,435200
875,1674,6.3,448000
900,1722,6.98,460800
925,1770,7.92,473600
950,1820,7.36,486400
975,1869,6.73,499200
1000,1917,6.87,512000
1025,1965,7.76,524800
1050,2009,8.08,537600
1075,2056,7.62,550400
1100,2103,7.6,563200
1125,2153,8.0,576000
1150,2202,8.08,588800
1175,2250,7.81,601600
1200,2299,7.26,614400
1225,2351,6.82,627200
1250,2402,6.64,640000
1275,2451,6.65,652800
1300,2504,6.72,665600
1325,2556,6.84,678400
1350,2604,7.74,691200
1375,2655,7.74,704000
1400,2707,7.28,716800
1425,2756,7.2,729600
1450,2804,7.72,742400
1475,2850,8.64,755200
1500,2898,8.76,768000
1525,2947,8.76,780800
1550,2997,8.12,793600
1575,3047,7.44,806400
1600,3098,7.26,819200
1625,3147,7.26,832000
1650,3198,7.2,844800
1675,3251,6.48,857600
1700,3304,6.09,870400
1725,3354,6.49,883200
1750,3402,7.1,896000
1775,3451,7.86,908800
1800,3499,8.48,921600
1825,3546,8.33,934400
1850,3596,8.19,947200
1875,3645,7.72,960000
1900,3694,7.56,972800
1925,3746,7.29,985600
1950,3797,6.83,998400
1975,3844,7.03,1011200
2000,3891,7.09,1024000
2025,3935,6.94,1036800
2050,3983,6.93,1049600
2075,4030,7.41,1062400
2100,4079,7.68,1075200
2125,4126,7.74,1088000
2150,4175,7.88,1100800
2175,4224,7.53,1113600
2200,4272,7.68,1126400
2225,4321,7.89,1139200
2250,4370,8.05,1152000
2275,4420,7.58,1164800
2300,4471,7.24,1177600
2325,4521,7.44,1190400
