iteration,episode,score,step
25,203,5.77,51200
50,373,4.92,102400
75,545,5.1,153600
100,726,5.21,204800
125,908,5.25,256000
150,1093,5.69,307200
175,1278,3.67,358400
200,1443,7.56,409600
225,1636,5.11,460800
250,1817,6.29,512000
275,1998,6.53,563200
300,2175,4.63,614400
325,2339,6.97,665600
350,2521,5.03,716800
375,2692,8.22,768000
400,2850,5.05,819200
425,3021,6.67,870400
450,3191,6.95,921600
475,3396,5.93,972800
500,3559,6.74,1024000
